fecha_utc,accion,precio,pnl_pct,equity_despues
2026-08-03 18:44 UTC,BUY,4097.3999,,1054.96
2026-08-03 18:55 UTC,SELL,4101.0000,0.069,1055.01
2026-08-03 18:56 UTC,BUY,4100.1001,,1055.01
2026-08-03 19:01 UTC,SELL,4104.2998,0.069,1055.05
2026-08-03 19:02 UTC,BUY,4103.7002,,1055.05
2026-08-03 19:21 UTC,SELL,4107.2002,0.069,1055.09
2026-08-03 19:22 UTC,BUY,4106.7002,,1055.09
2026-08-03 19:26 UTC,SELL,4110.0000,0.069,1055.13
2026-08-03 19:27 UTC,BUY,4109.7998,,1055.13
2026-08-03 20:00 UTC,BUY,4106.7997,,1055.13
2026-08-03 20:25 UTC,SELL,4111.8999,0.069,1055.23
2026-08-03 20:26 UTC,BUY,4110.6001,,1055.23
2026-08-03 20:33 UTC,SELL,4115.0000,0.069,1055.27
2026-08-03 20:34 UTC,BUY,4113.3999,,1055.27
2026-08-03 22:00 UTC,BUY,4110.3971,,1055.27
2026-08-03 22:03 UTC,BUY,4107.3965,,1055.27
2026-08-04 00:00 UTC,SELL,4112.8999,0.069,1055.47
2026-08-04 00:01 UTC,BUY,4116.3999,,1055.47
2026-08-04 00:09 UTC,SELL,4123.0000,0.069,1055.51
2026-08-04 00:10 UTC,BUY,4123.7998,,1055.51
2026-08-04 00:13 UTC,BUY,4120.7894,,1055.51
2026-08-04 00:15 UTC,BUY,4117.7813,,1055.51
2026-08-04 00:23 UTC,BUY,4114.7753,,1055.51
2026-08-04 00:42 UTC,BUY,4111.7715,,1055.51
2026-08-04 00:57 UTC,BUY,4108.7699,,1055.51
2026-08-04 00:59 UTC,BUY,4105.7705,,1055.51
2026-08-04 01:43 UTC,SELL,4113.5000,0.069,1056.83
2026-08-04 01:44 UTC,BUY,4114.6001,,1056.83
2026-08-04 02:06 UTC,BUY,4111.5964,,1056.83
2026-08-04 02:35 UTC,SELL,4116.0000,0.069,1056.94
2026-08-04 02:36 UTC,BUY,4115.7998,,1056.94
2026-08-04 02:38 UTC,SELL,4118.8999,0.069,1056.98
2026-08-04 02:39 UTC,BUY,4119.2002,,1056.98
2026-08-04 02:42 UTC,BUY,4116.1932,,1056.98
2026-08-04 03:05 UTC,BUY,4113.1884,,1056.98
